ID	label	region	name	name_full	hemi	color
624	subcortex_rh_PVA	subcortex	PVA	paraventricular_anterior_thalamus	rh	
625	subcortex_rh_IAM	subcortex	IAM	interanteromedial_thalamus	rh	
626	subcortex_rh_CM	subcortex	CM	central_medial_thalamus	rh	
627	subcortex_rh_Re-Rh-Xi	subcortex	Re-Rh-Xi	Reuniens-rhomboid-xiphoid_thalamus	rh	
630	subcortex_rh_VA	subcortex	VA	ventral_anterior_thalamus	rh	
631	subcortex_rh_VLA	subcortex	VLA	ventral_lateral_anterior_thalamus	rh	
633	subcortex_rh_VLX	subcortex	VLX	ventral_lateral_x_thalamus	rh	
634	subcortex_rh_VLPV	subcortex	VLPV	ventral_lateral_posteroventral_thalamus	rh	
635	subcortex_rh_VLPD	subcortex	VLPD	ventral_lateral_posterodorsal_thalamus	rh	
637	subcortex_rh_VPM-VPL	subcortex	VPM-VPL	ventroposterior_medial_and_lateral_thalamus	rh	
638	subcortex_rh_VMPo-VMB	subcortex	VMPo-VMB	ventromedial_posterior+basal_thalamus	rh	
639	subcortex_rh_VPI	subcortex	VPI	ventroposterior_inferior_thalamus	rh	
640	subcortex_rh_VM	subcortex	VM	ventral_medial_thalamus	rh	
642	subcortex_rh_LP	subcortex	LP	lateral_posterior_thalamus	rh	
643	subcortex_rh_LD	subcortex	LD	lateral_dorsal_thalamus	rh	
645	subcortex_rh_APul	subcortex	APul	anterior_pulvinar	rh	
646	subcortex_rh_MPul	subcortex	MPul	medial_pulvinar	rh	
647	subcortex_rh_LPul	subcortex	LPul	lateral_pulvinar	rh	
648	subcortex_rh_IPul	subcortex	IPul	inferior_pulvinar	rh	
649	subcortex_rh_bsc	subcortex	bsc	brachium_superior_colliculus	rh	
651	subcortex_rh_DLG	subcortex	DLG	dorsal_lateral_geniculate	rh	
652	subcortex_rh_MG	subcortex	MG	medial_geniculate	rh	
654	subcortex_rh_Pi	subcortex	Pi	pineal_gland	rh	
655	subcortex_rh_Hb	subcortex	Hb	habenula	rh	
657	subcortex_rh_PCR	subcortex	PCR	posterior_commissural_region	rh	
661	subcortex_rh_p1Rt	subcortex	p1Rt	p1_mesencephalic_reticulum	rh	
666	subcortex_rh_SC	subcortex	SC	superior_colliculus	rh	
667	subcortex_rh_ICoC	subcortex	ICoC	inferior_colliculus_complex	rh	
671	subcortex_rh_n4	subcortex	n4	fourth_nerve	rh	
672	subcortex_rh_PAG	subcortex	PAG	periaqueductal_gray	rh	
675	subcortex_rh_PBG	subcortex	PBG	parabigeminal_nucleus	rh	
676	subcortex_rh_MiTg	subcortex	MiTg	mircrocellular_tegmentum	rh	
677	subcortex_rh_PrCnF	subcortex	PrCnF	precuneiform_nucleus	rh	
678	subcortex_rh_CnF	subcortex	CnF	cuneiform_nucleus	rh	
679	subcortex_rh_VLTg	subcortex	VLTg	ventrolateral_tegmentum	rh	
680	subcortex_rh_PTg	subcortex	PTg	pedunculopontine_nucleus	rh	
681	subcortex_rh_ATg	subcortex	ATg	anterior_tegmental_nucleus	rh	
683	subcortex_rh_mRt	subcortex	mRt	mesencephalic_reticular_formation	rh	
684	subcortex_rh_RIs	subcortex	RIs	retroisthmic_nucleus	rh	
687	subcortex_rh_OM	subcortex	OM	occulomotor_nuclei	rh	
688	subcortex_rh_mlf	subcortex	mlf	mediolateral_fascicle	rh	
690	subcortex_rh_MR	subcortex	MR	medial_Raphe	rh	
691	subcortex_rh_DR	subcortex	DR	dorsal_Raphe	rh	
692	subcortex_rh_LiR	subcortex	LiR	linear_Raphe	rh	
694	subcortex_rh_R+	subcortex	R+	rubral_region	rh	
698	subcortex_rh_RF	subcortex	RF	retrorubral_field	rh	
699	subcortex_rh_SN	subcortex	SN	substantia_nigra	rh	
700	subcortex_rh_VTA	subcortex	VTA	ventral_tegmental_area	rh	
701	subcortex_rh_IP	subcortex	IP	interpeduncular_nucleus	rh	
702	subcortex_rh_n3	subcortex	n3	occulomotor_nerve	rh	
703	subcortex_rh_cp	subcortex	cp	cerebral_peduncle	rh	
707	subcortex_rh_PBC	subcortex	PBC	parabrachial_complex	rh	
713	subcortex_rh_LC-Me5	subcortex	LC-Me5	locus-coeruleus_region	rh	
714	subcortex_rh_me5	subcortex	me5	mesencephalic_trigeminal_nerve	rh	
715	subcortex_rh_CG	subcortex	CG	central_gray_nucleus	rh	
717	subcortex_rh_LDTg	subcortex	LDTg	lateral_dorsal_tegmentum	rh	
718	subcortex_rh_MDTg	subcortex	MDTg	medial_dorsal_tegmentum	rh	
721	subcortex_rh_ll	subcortex	ll	lateral_lemniscus	rh	
722	subcortex_rh_DLL	subcortex	DLL	dorsal_lateral_leminscus_nucleus	rh	
723	subcortex_rh_ILL-VLL	subcortex	ILL-VLL	intermediate+ventral_lateral_lemniscus_nuclei	rh	
726	subcortex_rh_SubC	subcortex	SubC	subceruleus	rh	
727	subcortex_rh_RtTg	subcortex	RtTg	reticulotegmentum	rh	
728	subcortex_rh_xscp	subcortex	xscp	superior_cerebellar_peduncle_decussation	rh	
729	subcortex_rh_PnO	subcortex	PnO	pontine_reticulum_oral	rh	
730	subcortex_rh_PnC	subcortex	PnC	pontine_reticulum_caudal	rh	
732	subcortex_rh_SO	subcortex	SO	superior_olive	rh	
733	subcortex_rh_ml	subcortex	ml	medial_lemniscus	rh	
734	subcortex_rh_tz	subcortex	tz	trapezoid_bundle_region	rh	
736	subcortex_rh_Pn	subcortex	Pn	pontine_nucleus	rh	
737	subcortex_rh_spf	subcortex	spf	pontine_fibers	rh	
743	subcortex_rh_icp	subcortex	icp	inferior_cerebellar_peduncle	rh	
744	subcortex_rh_oc	subcortex	oc	olivocerebellar_tract	rh	
746	subcortex_rh_Lat	subcortex	Lat	lateral_cerebellar_nucleus	rh	
747	subcortex_rh_Int	subcortex	Int	interposed_cerebellar_nuclei	rh	
750	subcortex_rh_Fas	subcortex	Fas	fastigial_cerebellar_nucleus	rh	
752	subcortex_rh_Fl-PFl	subcortex	Fl-PFl	floculus_parafloculus	rh	
756	subcortex_rh_AVCbCx	subcortex	AVCbCx	anterior_vermis_cerebellar_cortex	rh	
762	subcortex_rh_PVCbCx	subcortex	PVCbCx	posterior_vermis_cerebellar_cortex	rh	
768	subcortex_rh_ICbCx	subcortex	ICbCx	intermediate_cerebellar_cortex	rh	
776	subcortex_rh_LCbCx	subcortex	LCbCx	lateral_cerebellar_cortex	rh	
783	subcortex_rh_Ve	subcortex	Ve	vestibular_nucleus	rh	
784	subcortex_rh_DVC	subcortex	DVC	cochlear_nucleus	rh	
785	subcortex_rh_n8	subcortex	n8	vestibulochoclear_nerve	rh	
786	subcortex_rh_Pr	subcortex	Pr	prepositus_nucleus	rh	
788	subcortex_rh_Nu5	subcortex	Nu5	motor_trigeminal_nucleus	rh	
789	subcortex_rh_Pr5	subcortex	Pr5	principal_trigeminal_nucleus	rh	
790	subcortex_rh_Sp5	subcortex	Sp5	spinal_trigeminal_nucleus	rh	
795	subcortex_rh_CuGr	subcortex	CuGr	cuneate_gracile_nuclei	rh	
796	subcortex_rh_obex	subcortex	obex	obex	rh	
